,Rating,Comment
4732,5,In this range it is too good 👍
4733,4,Only value for money super
4734,5,In Samsung history F12 is the worst phone I have ever seen
4735,5,In this range best phone
4736,5,Internet Connection was bad always disconnected please advise...
4737,4,In this budget it's a good phone .
4738,4,Internet is very slow...not connecting with 4G+..also not receiving internet settings. Don't buy.
4739,5,In this segment wow
4740,3,One of the best phone under 10k
4741,5,One of the best phone in this price range 👌
4742,5,In this price range it is very nice mobile phone.
4743,5,"Unable to work on any app, after connecting to wifi also its a work slow process app"
4744,4,Unworthy product
4745,4,Only battery ph
4746,5,Incredible
4747,5,On this budget we can't expect more.
4748,5,Under this price range this is a right choice to buy
4749,5,In one month charging pin
4750,5,Internet service slow
4751,5,Tnq flipkart super mobile i give 5 star
4752,5,In this price ..very good
4753,5,Enjoyed my phone....
4754,5,"Only problem was front camera, that also in night time rest every thing was good. It's a very good phone at this price range, You should definitely go for it."
4755,5,In this price it is very good mobile
4756,4,In this budget best phone
4757,5,One of the best in this budget.
4758,5,Tnx samsung. Tnx flipkart 💖👍
4759,4,In thi price range its a good phone camera result was not good but battery backup is good
4760,5,In purchase box headset is no more.
4761,4,in 8999 this is good one.
4762,5,Under 10k nice phone
4763,5,Only for samsung lover
4764,5,"Amazing smartphone.
Camera , battery back up , display , are awesome 👌.
It has a little bit heating problem but not at all .
Amazing smartphone for students becoz I'm using as a student .😊😊.
It is heavy also , this is a bad point for this smartphone.
But all good . ND I'm satisfied .
Delivery was also good 👍.
Thanks flipkart. 😊"
4765,5,Amazing
4766,3,Amazing pic
4767,5,Amazing product 👌👌
4768,5,Amazing phone in this range
4769,5,Amazing buy now...
4770,5,Amazing...phone
4771,5,"Amazing product from samsung at affordable price. Its a bit bulky but it provides amazing battery life, best low budget smartphone for binge watching content."
4772,5,"Amazing at this price best in the market happy to buy it.
One star deducted because its very heavy phone."
4773,5,Amazing
4774,4,Amazing phone. Does all the work and smooth display.
4775,5,Amazing
4776,4,Amazing product and battery backup is superv all done
4777,5,Amazing
4778,4,Amazing
4779,5,Amazing smartphone from Samsung. 5 stars
4780,5,Amazing
4781,3,Amazing Product
4782,5,Ameging
4783,4,Amazing phone
4784,5,Amazing phone . Loved it!!!
4785,5,smartphone quality is good
4786,5,Amazing but there is no knox security. It doesn't support secure folder
4787,4,Amazing product
4788,5,amazing
4789,5,Smart phone 📱 is good for youngsters
4790,4,Amazing
4791,4,Amazing phone in budget
4792,5,Smooth
4793,5,Amazing product 👍🤩
4794,5,Amazing product
4795,5,"Smooth samsung f12,i am happy 🤗🤗🤗"
4796,5,"Amazing smartphone.camera, battery back up, display, are awesome. Thank you flipkart"
4797,5,Amazing product
4798,4,Amazing product at reasonable price.
4799,4,Amazing
4800,5,Amazing product 🔥
4801,4,Amazing phone
4802,5,"Amazing product with powerful 🔋
Good Camera 📷"
4803,4,Amazing phone thise price 👌
4804,5,Amazing product! It's working very smoothly. Loved it.
4805,5,"Amazing phone, better than Chinese phone in this range.
Camera is way better than 48MP redmi."
4806,3,Amazing performance and brand
4807,5,Amazing product
4808,3,Amazing and sustainable product.
4809,3,Amezing
4810,5,Amazing mobile in this range
4811,5,Amazing phon
4812,5,"Amazing phone.
Display is excellent.
Camera is good.
Performance good."
4813,4,Amzing phone
4814,5,Amazing
4815,4,Small budget good.
4816,5,Amazing mobile
4817,5,Amazing
4818,5,Amazing
4819,5,Amazing product!!! Value for money!!
4820,5,Amit
4821,5,Amazing product
4822,3,Amazing
4823,5,Amazing product
4824,4,Amazing product.
4825,5,Amazing phone at this price
4826,4,Amazing product this value
4827,4,amazing product
4828,5,Amazing one
4829,3,Amazing display and camera. Value for money...... I love it .......
4830,5,Impressive 👌
4831,4,Amazing this product
4832,4,Amazing I'm so Happy 😊
4833,5,"Flipkart stop fooling the customers with your so exchange "". Earlier customers had the option to review our used phones online and flipkart will be fixing an amount according to the various tests done on our used phones online. With Flipkart s new policy even for small dents and glitches they just reject the phone. If at all you are looking for phones with spotless errors do mentioned them clearly in the exchange so many won't fall for your exchange trap
If i am using a phone with spotless e...
READ MORE"
4834,4,All are good bt front camera is worst. Otherwise good
4835,4,Slow
4836,4,Pls return mobile camera not work Present
4837,5,All thing is good but camera is not good because no beauty pluse add
4838,3,Flipkart is offering good service and sending good products. I am happy with Flipkart.😊😊
4839,4,"Plss donot buy this product
Its not worthit.... plss do not get disappointed like me
#HONESTREVIEWEVER"
4840,5,All ok but heavy weight.
4841,5,"All is good,but it has no plastic tempered over display,,no back cover in box,, before we got all this things in it,but this time I didn't had it,other than that mobile is good."
4842,4,Please don't take this Cell Phone the quality of Device is really so bad. U get charging problem and when u vigit the service center then they ask to change the motherboard
4843,5,All are good battery performance is exelent camera also super and phone is fast and weight is some heavy but not more weight and phone is thick
4844,4,"All ok , camera not upto the mark as said. But considering prices its above average and value for money."
4845,5,"All the things are good but samsung only showing 3 main features ,not that how much whatt charging , also display resolution is 720p and many more."
4846,5,Always phone is hanging.. I don't save any files in my phone also
4847,4,All in all cool fully satisfied as Samsung customer thnks flipyyy
4848,5,almost ok
4849,5,Flipkart is very poor
4850,5,Please don't buy this item
4851,5,"Slow, camera poor"
4852,4,"Flipkart didn’t expect this from you delivered defective product after raising complaint and giving assurance of return you did not returned the product.
Extremely dissatisfied feeling cheated by Flipkart.
Please people find a better online platform for your next purchase"
4853,4,Flipkart worst product sell
4854,4,All over good
4855,5,All is good
4856,5,All features are best but only camera quality is down
4857,4,All are good but touch is not good..
4858,5,All good for normal use.
4859,5,All Over Nice Phone
4860,5,All are good but the body part is local
4861,3,All rights
4862,5,Classic and unbeatable product in this range.
4863,5,All things are OK but the display quality is very poor .It worse than my inffinix smart 4 plus 📱 .sound quality is same.
4864,5,All good
4865,4,Pls don't by the mobile waste of money...
4866,5,Almost good just satisfying
4867,5,"All are good battery awesome working fast changing, display ix good except app launching is 2 seconds late .. remaining excellent. Very good phone this budget."
4868,5,Flipcart is best thanks nice phone samsung thanku
4869,3,All ways good
4870,5,All you need is to install Nova launcher & this phone becomes the best at this price
4871,3,All features excellent......and happy with flipkart 😊😊
4872,5,Almost good
4873,5,Slow processor
4874,5,Slow.. irritating interface.. samsung pay is a pain in the a$$ which always pops up from.. no option to un install .. now new problem.. the phone keeps saying no network coverage however other using the same service provider will have full bar network and use it.
4875,4,Slow performance
4876,4,"Always samsung best. Battery backup excellent, camara also."
4877,4,Always Good
4878,4,Slow
4879,4,Flop model
4880,5,All is well
4881,4,"Please don't purchase this product because
1.finger print sensor not work speedy
2.struck with phone pay payment
3.personal home screen not speedy work
4.vertical and landscape mode not work firmly
5.camera performance not good as infinity hot 8
Please change or rethink for your purchase"
4882,5,"Please don't buy this mobile, this is worst mobile i have ever buyed. It shown that it has a 48 Mp camera but it's working as a 5Mp camera or worst than that and it's battery is also not so good ."
4883,3,Slight touchscreen problem. Rest is all good.
4884,5,Fliphcart is so helpful. Our parches any product problems are slowed very carefully. Thank you fliphcart
4885,4,Slow phone
4886,5,"Although this product is a budget phone with a good battery, but its quite heavy."
4887,5,All over mobile is best
4888,5,Blindly choose osm product
4889,5,Slow performance
4890,5,"All over good pakage
Battery is good
Display is superb
Processor is decent
Value for money product👍👍"
4891,5,"All ok, only charging time heat"
4892,5,All rounder smartphone
4893,3,All functions the frafect
4894,5,Slow processor
4895,5,All over good
4896,5,Almost good
4897,5,Slow working and sensors also work slow
4898,4,"Flipkart stop fooling the customers.There is only replacement not return.

Don't buy this phone. Totally waste of money.
Samsung is making fool.

Screen is not good. Camera is not clear. It is smoky white rather than bright white.
Colors are very dull."
4899,5,Please don't buy this!!! The camera quality is so worse
4900,4,All gud but mobile weight (heavy)bhot jyda h..
4901,5,Slow processor 😒😒😒
4902,5,All over good
4903,3,All rounder mobile with this low cost. But what kinds of display it has. It shows very poor colour. Which is good for eyes but there must option to show true colours.
4904,5,Also good.....nice perform ....good product...tq Flipkart
4905,5,Almost good but the camera isn't worth it
4906,4,All good
4907,5,All is good
4908,5,All overs perfect Samsung is samsung
4909,4,Xlent mobile
4910,3,Slow
4911,5,all or ok but very high hanging problem.... display was too bad when I open other apps half screen correct and other half looks like bedtime mode screen this so irritate to work....
4912,4,Clipart delivery person not good.
4913,4,Slow charging
4914,5,"Please send me invoice of the same via my regular e-mail id.
Nice product, Nice service, fast delivery.
Thanks Flipkart. 👌🙏👍"
4915,4,All rounder
4916,4,Slow Processer
4917,5,Slight bulky than 5000 mah battery phn
4918,3,All is okk but camera clearty is not proper
4919,5,Flipkart packing is impressive mobile is very good performance go for it
4920,5,Bluetooth didn't auto connect everytime I have to double click on it and battery is not upto the mark camera quality is very poor
4921,5,All over performance good
4922,4,All is good
4923,4,All ok
4924,3,Xlent mobile......
4925,5,"All Application properly not working 😕 hanging problem and network issue , slow working.."
4926,5,Please don't buy
4927,5,All features are very good
4928,5,All about good but just heat problem not more but ok ok and battery backup are good and dislpay are also good but camera are not like 48 mp I think his sensor are low and all about good.
4929,5,Xlent
4930,5,All over good product...😍😍😍
4931,5,"Ok for the money.Not bad.Only best thing is battery.For 2 days no tension about charging.Camera average, display average, processor average.Big draw back is charging speed.Very slow compare to other brands. Atleast 30w charger is required for this huge capacity.Best for average usage.Not good for gamers,photo enthusiastics."
4932,5,Okay
4933,5,Ok
4934,5,Ok good
4935,5,Ok
4936,3,Okkk
4937,5,Ok. Ok
4938,5,Ok
4939,5,Ok
4940,5,Ok
4941,5,Ok
4942,4,Ok good
4943,5,Ok good 👍😊
4944,5,Ok ok
4945,5,ok nothing bad
4946,4,Ok
4947,5,Ok
4948,5,Ok ok
4949,5,Ok phone good in this price
4950,5,Ok
4951,4,ok ok
4952,5,Okay
4953,5,Ok
4954,5,Ok
4955,3,Ok
4956,5,Okay 👍
4957,3,Okk
4958,5,Ok
4959,5,Ok
4960,5,Ok
4961,5,Ok
4962,5,Okay
4963,5,Ok
4964,4,Ok
4965,5,Ok not bad
4966,4,Ok but camera is not best
4967,3,Ok ok
4968,5,Ok good
4969,5,Ok
4970,5,Ok
4971,5,Ok
4972,5,Ok
4973,5,Ok
4974,5,Okay better choice
4975,5,Ok
4976,5,Ok
4977,5,Ok quality
4978,4,ok
4979,5,Ok now the mobile call st is lowww
4980,4,Ok
4981,5,Ok
4982,5,Ok product
4983,5,Ok
4984,5,Okay
4985,5,Ok
4986,3,Ok
4987,5,Ok
4988,5,Ok
4989,5,Ok
4990,4,Ok good
4991,5,Ok phone
4992,5,Ok
4993,5,Ok
4994,4,Ok
4995,3,Ok ok
4996,4,Ok
4997,5,Okay
4998,5,Ok
4999,4,Ok
5000,5,Ok
5001,5,Okay
5002,5,Ok
5003,4,Ok in that price range
5004,3,Ok 👍 product
5005,5,Okay
5006,5,Ok
5007,4,Ok
5008,3,Ok
5009,4,Ok
5010,5,Ok
5011,5,Ok but average 📱
5012,5,Ok good 👍
5013,5,Ok
5014,5,Ok and nice
5015,4,Ok
5016,5,Ok
5017,3,okay 👌
5018,5,Ok but blue
5019,5,Ok
5020,5,Ok
5021,3,Ok
5022,5,"Ok ok phone ...cmra 2 ⭐
Battery 5 ⭐ 5
Display 2 ⭐
One problem When the phone is handsfree, the sound neither comes nor goes."
5023,3,Okay....
5024,5,Ok
5025,5,Ok
5026,5,Ok
5027,5,"Ok but, battery performance is not good."
5028,5,Ok good
5029,4,ok not bad not good
5030,5,Ok phone
5031,5,Ok
5032,5,ok
5033,5,Ok
5034,5,Ok
5035,4,Ok
5036,5,Ok
5037,5,Ok
5038,5,Ok
5039,4,Ok
5040,5,Ok...
5041,5,Ok
5042,4,Ok
5043,4,Ok repot
5044,5,ok
5045,5,Ok under 10k 128Gb phone must be available then it will be a good buy for sure
5046,5,Ok
5047,3,Ok phone
5048,5,Okay but hanging little
5049,5,Ok ok phone..
5050,5,Ok type products satisfactory
5051,5,Ok super
5052,5,Ok
5053,5,Ok
5054,3,Ok ok
5055,4,Ok.camera quality very pooor
5056,5,Ok
5057,5,Ok
5058,5,Ok ok
5059,5,Okay
5060,5,Ok
5061,5,Ok
5062,4,Ok ok
5063,5,Okay just okay
5064,4,Ok
5065,5,Ok
5066,5,Ok
5067,5,Ok
5068,5,Okay product. Battery life is good.
5069,4,Ok for this budget
5070,5,Ok
5071,4,Okay
5072,5,Okay
5073,4,Ok
5074,5,Ok
5075,3,Ok
5076,5,Ok
5077,4,Ok about price compatibility
5078,4,Ok but heavy
5079,5,Ok but front camera is not good
5080,5,Ok
5081,5,Okay Mobile
5082,5,Ok ok
5083,4,Ok gopd
5084,5,Ok
5085,5,Ok for the Money I've spent.
5086,5,Ok
5087,5,Ok
5088,5,Ok
5089,5,Ok
5090,5,Okkk
5091,5,Ok
5092,5,Ok good
5093,5,Ok
5094,3,Ok
5095,4,Ok
5096,5,Ok
5097,5,Ok super
5098,5,Okye okye product.
5099,5,Ok
5100,4,Ok in this range
5101,5,Ok
5102,5,Ok
5103,5,Ok
5104,5,Ok nice
5105,5,Ok
5106,3,Ok value money
5107,5,Ok
5108,5,Ok
5109,4,Ok mob in price
5110,5,Ok
5111,4,Ok good
5112,4,Ok
5113,5,Okay not bad
5114,5,Okey type
5115,5,Ok
5116,5,okok
5117,5,Ok
5118,5,Ok
5119,5,Ok in this range of money
5120,5,Ok
5121,5,Okay
5122,5,Ok
5123,3,Ok
5124,5,Ok
5125,5,ok
5126,5,Ok
5127,4,Ok
5128,5,Ok
5129,5,Okey
5130,4,Ok
5131,3,okk
5132,5,Ok
5133,5,Ok
5134,4,Okay
5135,3,Ok
5136,5,Ok
5137,5,"First I would like to thank you Flipkart for fastest delivery and yah the delivery guy is so cooperative and helpful
Samsung phones are always best in performance and this one is also affordable and awesome phone"
5138,5,"Nice phone. We can rely on Samsung than any Chinese company like MI, Redmi, Poco, Realme, Vivo, Oppo etc.

Little heavy and thick than others but best in this price range. Rear and front cameras are superb.
Not has SAmoled display and you can't expect it in this price.
6000 mah battery is just wow. Power packed phone.

But the Charger is of 9V and there is mentioned that it is of 15V.

It did justice with its price. Value for money and trust of Samsung.

If you are willing for it, Go ahead 👍"
5139,5,"Nice
Phone in samsung budget series I love samsung products quality , after sale service , the support, security updates all in all great company ...."
5140,5,"Listing out only most desirable points to know from realtime usage. Others you'll find on online reviews.

Pros:
Efficient battery. It doesn't go well with gaming though
Handling the device is easy for people like who spend a lot of time outdoors, given you equip with a right case
Good build - surely will last for 4 years without intentional or accidental physical stress

Cons:
Mediocre camera for this segment. At this price you'll get awesome image quality from Mi, Realme and others.
Sound ...
READ MORE"
5141,4,Nice Phone especially bought for battery backup. Its battery backup is awesome. Pretty good camera and everything at all nice phone.
5142,5,"Literally the best of Samsung in this price range.

Camera quality is really good, not the best, but OK.
The 48mp rear camera is the best, other three cams are not upto the mark. The selfish camera is better.

Battery lasts upto 1 day even on continuous use but it takes time for charging.

It is not recommended for gamers, but for a regular user or student who uses for attending online classes, calls, multitasking, It is highly recommended.

Display is amazing. Adaptive 90hz display is very s...
READ MORE"
5143,5,Nice phone battery backup is very good back camara is good and selfie is good in day light volume is high and at last best mobile phone in this range under 10000 thousends👍👍👍👍👍👍
5144,5,"First impressions of this not good with front camera

Average it good but not the best not good for value for money for my side"
5145,5,"Like it's camera is is like 48mp.
It's take too much time to charge.
I recommend realme narzo 30a on place of this phone. Realme is better then samsung .
It's has very less features.
It doesn't have even Restrict background data . Or data speedo meter.
It's screenshot taking method is worst.
It's has soo many pre installed app that we could not delete.
I repete REALME IS BETTER THEN SAMSUNG."
5146,5,Display is ok ok..as compare to AMOLED screen.Other things like battery and hardware performance is perfect..4gb Ram and 128 gb is nice combination..Overall phone is good in this budget.
5147,5,"Nice mobile, camera and good price"
5148,5,Nice look
5149,5,Nice camera
5150,5,Nice features
5151,3,"First of all its a Samsung brand with knox security so one can rely on this brand for security concerns.
Best battery and a power efficienct processor
One UI 3.1 has the best in the segment features on par with A series phones and finally its a NON- CHINESE brand . A proud Samsung user."
5152,5,Nice mobile for samsung. Good picture quality. Price is good. Keep this phone
5153,5,Nice in budget
5154,5,Nice product
5155,5,Nice
5156,5,Highly recomanded....
5157,5,"First of all, the phone looks premium. Battery backup is very good now. Speed is good, no hanging issues as of now. Camera quality good. Fist time I am using Samsung phone. My earlier phone redmi note4 was too good. I used for 4 years without any issues. This one I found more attractive and smarter. Sound quality is very good. After all the deal was value for money. You can buy it without a doubt.
Dinamoni Borah"
5158,5,Nice
5159,5,Nice
5160,5,Nice product in this price range.
5161,5,Little bit heavy in weight
5162,5,WiFi reception is very low
5163,4,Disgusting camera and performance...don't purchase this..instead search for another better option in this budget range... Samsung just took advantage of its brand ...no any other things.. drastically poor quality
5164,4,Nice
5165,3,Biiiiiiiig Battery
5166,4,Wifi doesn't work. When I raised the return request it was cancelled.ekart person without visiting the place provided comment that product mismatched. I am still stuck between ekart and flipkart. Such a horrible experience.
5167,4,"Display Quality is little dull type because it is not a full HD display Smartphone it's a HD .
When you watching Movies or Shows You Observe the Quality of screen.And Other Features are awesome. Because of display Quality photos look like dull that we think camera is not good but actually CAMERA IS BEST"
5168,5,"Mind blowing
Really happy with the product. Camera quality is awesome. Battery backup is also good. Overall, I am happy with the product."
5169,5,Nice products Samsung device
5170,3,Nice
5171,3,"Nice product by samsung....🤩
F12 was simply awesome and the camera is lit🔥in this range."
5172,3,Nice one
5173,3,Nice phone
5174,5,Nice phone
5175,5,Nice mob
5176,4,Nice product
5177,5,Nice product
5178,5,Nice phone but selfie 🤳 camera quality poor
5179,3,Nice phone
5180,5,"Nice display
Good battery"
5181,4,Nice pice
5182,5,Nice product but phone thikness no good
5183,5,Nice
5184,5,Nice
5185,5,Nice...super
5186,5,Nice Phone
5187,5,Nice phone
5188,4,Nice phone. Worth buying
5189,4,Nice products
5190,5,Nice very good product
5191,5,Nice
5192,3,Nice product
5193,5,Nice
5194,5,Nice
5195,5,"Display and camera is bad...
Over all good"
5196,5,display was bad
5197,5,Nice battery backup.. Good display.. Little heavier.. Sometime hanging issue..
5198,5,Nice product and it's too features at this price
5199,4,Finger print scanner should be in the phone. With 48 megapixel camera no night mode is available and quality of photos are not as expected. Overall its an average phone.
5200,5,Simply nice. And price is not so high. Overall good Mobile in this ranger of price. Best price 1100.
5201,5,Nice phone. I gifted it to my father.
5202,5,Nice
5203,5,Nice super battery backup🔋camera 📷👌
5204,5,Nice phone in 9300 rupees with 4gb 128gb configuration
5205,5,Nice phone
5206,5,Nice phone
5207,3,Nice product
5208,5,Nice one
5209,5,Display is of very cheap quality. Camera doesn't give good output. Battery backup is good. Overall value for money is good.
5210,5,"Nice phone.also proud to be buy korean company phone instead a chinees company phone.

Avaoid chinees company"
5211,4,Nice product😍😍😍
5212,5,Nice
5213,3,Nice phone within moderate budget.Delivered before time.
5214,3,"Fine looks, awesome camera and battery back up is VERY good. Genuine price"
5215,5,Nice product.value for money
5216,3,"Nice product, worthy price and good performance"
5217,3,Nice mobile
5218,5,Nice
5219,5,"Hi
Once completed the payment, there is bargaining on replacement product price, that too looking very close to finding the fault, further we have paid 500 rs extra, apart from 3300 for old Mobile on exchange values. which is unhappy. even though there is no much defect on Old Mobile Product."
5220,5,Nice fone
5221,5,Nice mobile 😍😍
5222,5,Nice
5223,5,"Nice phone. . HiFi battery performance.
Camara is good ..only fingerprint sensor little modify ..GD storage capacity"
5224,5,"Disappointed
Very bad display, more bad camera, and poor performance
My phone speaker also ruined within two months
😓"
5225,5,Fingure print is not avilable in this mobile
5226,4,Nice Phone
5227,5,Nice
5228,5,Nice product
5229,4,Nice Mobile worth money
5230,5,Nice phone
5231,5,Nice phone
5232,4,Nice phone
5233,5,Nice product..
5234,5,Nice
5235,3,Nice phone 📱
5236,5,"Nice product
Thanks ..."
5237,5,Nice product lovely
5238,5,nice product
5239,5,Nice phone and working is good
5240,5,nice products
5241,4,Nice
5242,5,Nice 👍
5243,4,Nice ♥️♥️♥️♥️
5244,5,Nice phone under 10k
5245,5,Nice
5246,5,Nice 👌 phone
5247,5,Nice phn @ better price
5248,4,Nice one
5249,5,Nice and chipset work very well
5250,5,nice
5251,5,Nice
5252,5,Nice product
5253,5,Nice
5254,4,Nice phone...
5255,4,Nice
5256,3,Nice
5257,5,Nice phone
5258,5,Nice
5259,5,Nice phone this price battery backup vary good.
5260,5,Nice mobile
5261,5,Nice budget phone in this price. Camera is OK. Processor is little bit slow but doesn't matter
5262,3,Nice product thanks flipkart
5263,5,Nice mobile
5264,4,Fine mobile phone...
5265,5,Nice mobile phone 📴 📲
5266,5,Nice
5267,3,Nice product
5268,5,Nice
5269,5,Nice
5270,4,Nice
5271,5,Nice 😊
5272,4,Nice Pic
5273,3,Nice product
5274,3,Nice mobile
5275,4,Nice
5276,5,Nice
5277,5,Nice
5278,5,Sim 1 is not working. Phone is only 15 days old
5279,5,Nice 🙂
5280,5,Nice
5281,4,Nice phone..perfect working . Nice camera
5282,5,Nice product
5283,5,Nice one at that price
5284,5,Nice
5285,5,Nice phone
5286,4,Nice mobile at this price from brand like Samsung
5287,5,Nice Pics 😍
5288,5,Nice phone
5289,5,Nice on this range
5290,4,Like good
5291,3,Nice product
5292,5,Nice products
5293,4,Nice samsung F12 phone
5294,4,"Nice1 Samsung f12
Tkxx flepkart😊😊"
5295,5,Gifted it to mom!! Super fabulous mobile..💕
5296,4,Nice
5297,5,nice phone
5298,5,Nice
5299,4,Nice product 👌👌👌👌👌👌👌👌
5300,4,Nice product
5301,4,Nice product at this price
5302,5,Nice phone
5303,5,Nice prpduct
5304,4,Nice phone
5305,5,Nice phone !!👌👍
5306,5,"Nice samsung for this price.
Good display
Battery
👌🏼👌🏼👌🏼👌🏼"
5307,5,Nice phone at this price point. Got a very good deal. There was some delay in delivery due to unforseen circumstances occurred with their delivery partner. But customer service was too quick and very efficient to resolve the issue promptly and received the product within minimal delay. Quodos to customer service guys. Good job. 👍
5308,5,Nice mobile
5309,5,Nice phone
5310,5,Nice mobile phone
5311,5,Nice product
5312,5,Nice phone
5313,3,Nice
5314,3,Nice
5315,3,Nice
5316,5,Nice
5317,3,Nice phone
5318,5,Nice
5319,4,Nice mobile😛😛😛😛💕💕💕💕💕💕💕💕💕💕💕💕💕✂✂
5320,5,Nice mobile
5321,5,Nice
5322,5,Nice product
5323,4,Nice phone
5324,3,Nice mobile 90hrz refresh rate is good
5325,5,Nice product
5326,5,Nice
5327,4,Nice
5328,5,Nice
5329,5,Nice products
5330,3,Nice
5331,5,Nice phone
5332,5,Nice 👍
5333,5,Nice
5334,5,Fine
5335,4,"Nice Phone......👌❤️
Thank you Flipkart 🙂"
5336,4,Nice
5337,5,Nice
5338,4,Nice
5339,4,Nice phone
5340,4,Nice Phone 📱
5341,4,Display is not good
5342,5,Nice phone and delivery boy is very parson
5343,5,nice product
5344,4,Nice product
5345,3,Nich
5346,5,Display is not good quality
5347,4,Nice phone
5348,5,Nice mobile
5349,5,Nice Phone 📱
5350,4,Mind Blowing....
5351,5,Nice product
5352,4,Nice
5353,5,Nice product
5354,5,Nice
5355,4,Nice phone
5356,5,Nice very good...
5357,5,Nice product
5358,3,Nice one.
5359,5,Mind blowing performance
5360,3,Nice
5361,3,Nice phone
5362,5,Nice product thnks Flipkart
5363,3,Nice
5364,5,Nice
5365,5,Nice product.
5366,3,Mice
5367,4,First time i was on the mobile.. i seen the samsung f 12 handset was deeply hang.. no value for mony
5368,4,Nice back camera is good ..
5369,4,Nice Mobile 👌👍👍👌👌👌👌👌👍👍👍👍👍👍
5370,5,"Display and Camara quality very poor,"
5371,5,Nice phone
5372,5,Nice
5373,5,Nice
5374,4,Nice phone samsung battery price allis good
5375,5,"Nice phone, i like it's more..."
5376,5,Nice
5377,4,Nice mobile with good features
5378,4,Nice phone
5379,4,Nice
5380,4,"Nice battery
Nice display
But camera are not so good"
5381,5,Nice phone good battery backup nice camera 📷
5382,5,Nice mobile
5383,4,Nice
5384,5,Nice mobile
5385,5,Like it
5386,5,Like it
5387,5,Display amoled but no t good.caneea qwallity is no good specially fron. Features are not good.overall not a valuable phone.
5388,5,Nice phone
5389,5,Nice
5390,3,Nice products 👌
5391,5,Nice phone
5392,5,Nice
5393,5,Nice mobail
5394,5,Nice
5395,5,Nice mobile
5396,5,nice mobil good working mobil
5397,5,Like
5398,5,Display quality low
5399,5,Nice
5400,5,Nice pic andGood and product
5401,4,Nice fon
5402,3,Simply good Smart phone for less users
5403,5,Nice 🙂
5404,5,nice product this range
5405,5,Nice 1
5406,5,Nice budget phone and fully featured
5407,5,Highly recommend family and friends.
5408,5,Nice
5409,4,Nice phone
5410,5,Finally no issue with my phone
5411,5,Nice mobil
5412,5,Nice
5413,4,"Firstly i want to talk about display.
Display of this mobile is worst display i have ever seen especially when i turn on eye comfort shield. Camera quality is also worst.
I'm personally samsung fan but this product very disappointed me.
I'm strong not recommending anyone to buy. Please increase your budget by 2-3k and get very nice display and camera phone.
It seems like duplicate display of this phone creep."
5414,4,Nice look
5415,3,Nice mobile in that price range
5416,4,Nice phone
5417,5,Viry nice mobil
5418,5,Nice
5419,5,Nice
5420,5,Nice
5421,5,Nice 👍
5422,5,Nice phone at this price segment
5423,5,Nice mobile
5424,5,Nice
5425,5,Nice
5426,4,Nice one
5427,4,Nice phone
5428,4,Nice and budget phone
5429,4,Nice phone
5430,5,nice phone
5431,5,Nice 😍
5432,5,Nice product
5433,4,Nice phone 📱
5434,3,Nice phone
5435,4,Mind blowing phones
5436,3,Nice product by filipcart awesome
5437,5,Nice phone
5438,5,Nice Mobile
5439,3,Nice mobile only for normal use persons
5440,5,Nice phone
5441,4,Nice
5442,3,Nice phone
5443,5,Nice
5444,5,Nice phone with very good features
5445,4,Nice
5446,5,Nice mobile
5447,5,Nice phone
5448,5,Nice product 👍👍
5449,3,Nice moble
5450,4,Liked the battery back up mostly
5451,4,Display and camera are not good.
5452,4,Nice budget phone
5453,4,Nice
5454,5,Nice
5455,5,Nice one thanks
5456,4,Nice
5457,5,Nice
5458,5,nice phone
5459,5,Nice phone
5460,4,Nice
5461,4,Nice product.
5462,3,Nice product
5463,5,Nice
5464,5,Nice picture capture this phone...picture 📸 is very natural 📸...no beauty only natural picture...excellent phone....😍😍
5465,5,Nice product
5466,5,Nice product thank you Flipkart value money.
5467,4,Nice
5468,5,Nice budget phone by samsung brand
5469,5,Nice
5470,4,Nice super
5471,4,Nice product
5472,4,Nice
5473,5,nice 😊
5474,3,Like 👍 👌
5475,4,Nice
5476,4,Nice
5477,5,Nicely
5478,3,Nice
5479,5,Nice
5480,3,Nice phone
5481,5,Nice
5482,5,Nice phone considering price...
5483,5,Nice
5484,5,Nic
5485,4,Nice Product
5486,3,Nice
5487,5,Nice
5488,4,Nice mobile in budget
5489,5,Nice
5490,5,Finger print sensor not working properly.
5491,5,Nice mobile
5492,4,Nice phone
5493,5,Nice product
5494,5,Nice phone go for it
5495,5,Nice
5496,3,Nice
5497,5,Nice
5498,5,Nice
5499,4,"Nice phone
I purchased good feeling"
5500,4,Nice
5501,5,Nice performance budget phone by samsung
5502,4,Nice product
5503,5,Nice
5504,3,Nice phone and nice backup
5505,5,Nice phone
5506,4,Nice
5507,5,Nice product
5508,5,Nice
5509,5,Like it love it but. Ordinary people need mean samsung
5510,5,nice
5511,4,Nice
5512,5,Nice I like it
5513,5,Nice
5514,5,Nice phone
5515,4,Nice
5516,5,Nicely
5517,3,"Display was too worst working, after 4tap to work display, just after bying one month"
5518,4,Nice phone in this price
5519,4,"Display is very bad and hazzy, camera is not upto the mark
And I am sure it is not 48 MP camera and it's hanging very frequently.
I suggest go for some other option."
5520,4,Nice phone
5521,4,"Wight is to much hige compare to other phone like note serice of mi nd allmost phone, so if u wnt light wt don't bye this"
5522,5,Nice phone under 10k
5523,5,Nice
5524,3,Mind blowing
5525,4,Nice
5526,5,Nice pic
5527,4,Nice phone
5528,5,Nice
5529,4,Nice
